Part Family,Material,Threading Type,Coating Type,Weight (lbs),Length (inches),Diameter (inches),RM Cost/Lb,Alpha,Beta,Gamma,Price
Y,4130,VAM TOP®,Cu Plating,2816.25344,49,16,0.6214222859,1.8,1.0,1.2," $ 5,512.76 "
Z,4130,JFE Lion,Phosphating,1252.09227,33,13,0.6214222859,1.5,1.8,1.2," $ 4,205.82 "
Z,4130,JFE Lion,Carbide Coating,339.45912,42,6,0.6214222859,1.6,1.3,1.8," $ 1,140.26 "
X,4130,VAM TOP®,Cu Plating,113.15304,56,3,0.6214222859,1.9,1.0,1.1, $ 160.11 
Y,F22,JFE Lion,Phosphating,215.5296,15,8,0.8300750243,1.3,1.9,1.4, $ 563.55 
Y,4130,JFE Lion,Phosphating,57.47456,4,8,0.6214222859,1.6,1.6,1.5, $ 112.51 
X,4130,TenarisHydril Blue®,Cu Plating,255.04336,71,4,0.6214222859,1.6,1.3,1.3, $ 360.88 
X,4130,JFE Lion,Ni Plating,3080.2772,70,14,0.6214222859,1.5,1.1,1.9," $ 4,358.53 "
Y,4130,TenarisHydril Blue®,Carbide Coating,1629.9426,60,11,0.6214222859,1.9,1.0,1.1," $ 3,190.58 "
Y,F22,VAM TOP®,Phosphating,1066.87152,33,12,0.8300750243,1.3,1.4,1.9," $ 2,789.59 "
X,4130,VAM TOP®,Phosphating,476.85924,59,6,0.6214222859,1.5,1.6,1.9, $ 674.75 
X,F22,JFE Lion,Phosphating,2068.18612,47,14,0.8300750243,1.8,1.1,1.4," $ 3,909.04 "
Z,F22,JFE Lion,Phosphating,959.78025,19,15,0.8300750243,1.4,1.1,1.1," $ 4,306.43 "
Y,F22,VAM TOP®,Xylan Coating,61.06672,17,4,0.8300750243,1.8,1.5,1.6, $ 159.67 
Z,4130,JFE Lion,Xylan Coating,54.55593,27,3,0.6214222859,1.8,1.6,1.8, $ 183.26 
Z,4130,VAM TOP®,Phosphating,1218.41577,67,9,0.6214222859,1.5,1.3,1.4," $ 4,092.70 "
Y,4130,TenarisHydril Blue®,Xylan Coating,2988.67712,52,16,0.6214222859,1.4,1.1,1.9," $ 5,850.28 "
Y,4130,VAM TOP®,Cu Plating,344.84736,24,8,0.6214222859,1.3,1.0,1.8, $ 675.03 
X,F22,TenarisHydril Blue®,Xylan Coating,3384.48825,67,15,0.8300750243,1.2,1.3,1.6," $ 6,396.96 "
Z,F22,JFE Lion,Cu Plating,682.95942,18,13,0.8300750243,2.0,2.0,1.1," $ 3,064.36 "
X,4130,JFE Lion,Ni Plating,39.51376,11,4,0.6214222859,1.3,1.7,1.0, $ 55.91 
X,F22,VAM TOP®,Carbide Coating,303.0885,54,5,0.8300750243,1.6,1.7,1.7, $ 572.86 
Z,F22,TenarisHydril Blue®,Cu Plating,103.05009,51,3,0.8300750243,1.9,1.3,1.6, $ 462.37 
Y,4130,TenarisHydril Blue®,Phosphating,105.07068,13,6,0.6214222859,1.5,1.4,1.7, $ 205.67 
X,F22,TenarisHydril Blue®,Ni Plating,61.74025,11,5,0.8300750243,1.7,1.2,1.3, $ 116.69 
X,F22,VAM TOP®,Carbide Coating,345.52089,19,9,0.8300750243,1.6,1.0,1.4, $ 653.06 
Y,F22,VAM TOP®,Phosphating,135.82855,5,11,0.8300750243,1.2,1.3,1.4, $ 355.16 
Y,4130,TenarisHydril Blue®,Phosphating,624.81133,23,11,0.6214222859,1.3,1.2,1.7," $ 1,223.06 "
Z,F22,TenarisHydril Blue®,Cu Plating,2428.30016,64,13,0.8300750243,1.7,1.1,1.6," $ 10,895.51 "
Z,F22,TenarisHydril Blue®,Phosphating,449.02,20,10,0.8300750243,1.5,1.8,1.9," $ 2,014.70 "
X,F22,VAM TOP®,Xylan Coating,876.48704,61,8,0.8300750243,1.2,1.5,1.2," $ 1,656.63 "
Y,F22,TenarisHydril Blue®,Carbide Coating,165.01485,15,7,0.8300750243,2.0,1.8,1.7, $ 431.47 
X,4130,VAM TOP®,Phosphating,1113.79411,41,11,0.6214222859,1.9,1.5,1.7," $ 1,575.99 "
Z,F22,VAM TOP®,Carbide Coating,3036.27324,69,14,0.8300750243,1.1,1.8,1.2," $ 13,623.42 "
Y,4130,VAM TOP®,Carbide Coating,253.02277,23,7,0.6214222859,1.0,1.3,1.1, $ 495.29 
Z,4130,TenarisHydril Blue®,Carbide Coating,347.54148,43,6,0.6214222859,1.1,2.0,1.6," $ 1,167.40 "
Z,4130,TenarisHydril Blue®,Carbide Coating,572.05148,52,7,0.6214222859,1.6,1.7,1.6," $ 1,921.54 "
Z,F22,VAM TOP®,Ni Plating,400.07682,22,9,0.8300750243,1.1,1.0,1.1," $ 1,795.10 "
X,4130,TenarisHydril Blue®,Xylan Coating,169.72956,21,6,0.6214222859,2.0,1.9,1.6, $ 240.16 
Z,4130,VAM TOP®,Xylan Coating,211.93744,59,4,0.6214222859,1.1,1.9,1.4, $ 711.91 
Y,F22,JFE Lion,Carbide Coating,937.55376,29,12,0.8300750243,1.4,1.8,1.6," $ 2,451.46 "
Y,F22,JFE Lion,Carbide Coating,2069.08416,36,16,0.8300750243,1.3,1.7,1.2," $ 5,410.11 "
X,4130,JFE Lion,Cu Plating,468.77688,58,6,0.6214222859,1.2,1.8,1.2, $ 663.31 
Z,4130,TenarisHydril Blue®,Cu Plating,790.2752,55,8,0.6214222859,1.3,1.4,1.6," $ 2,654.56 "
Z,F22,JFE Lion,Cu Plating,506.04554,46,7,0.8300750243,1.2,1.2,1.9," $ 2,270.57 "
X,F22,TenarisHydril Blue®,Phosphating,286.02574,26,7,0.8300750243,1.3,1.0,1.5, $ 540.61 
Y,4130,TenarisHydril Blue®,Carbide Coating,301.74144,21,8,0.6214222859,1.6,1.8,1.8, $ 590.65 
Y,F22,VAM TOP®,Ni Plating,133.35894,66,3,0.8300750243,1.4,1.6,1.6, $ 348.70 
Y,F22,JFE Lion,Phosphating,336.765,60,5,0.8300750243,1.2,1.5,1.3, $ 880.55 
X,4130,JFE Lion,Xylan Coating,16.16472,18,2,0.6214222859,1.0,1.1,1.2, $ 22.87 
X,F22,JFE Lion,Ni Plating,1291.15701,71,9,0.8300750243,1.4,1.5,2.0," $ 2,440.39 "
Z,F22,VAM TOP®,Phosphating,581.92992,32,9,0.8300750243,1.8,1.2,1.1," $ 2,611.05 "
Y,4130,TenarisHydril Blue®,Phosphating,1005.13127,37,11,0.6214222859,1.0,1.6,1.2," $ 1,967.52 "
Y,F22,JFE Lion,Phosphating,689.69472,12,16,0.8300750243,1.2,1.8,1.9," $ 1,803.37 "
X,F22,VAM TOP®,Phosphating,198.01782,18,7,0.8300750243,1.3,1.2,1.3, $ 374.27 
Z,4130,JFE Lion,Xylan Coating,201.16096,56,4,0.6214222859,1.4,1.0,1.7, $ 675.71 
Y,4130,JFE Lion,Ni Plating,420.28272,52,6,0.6214222859,1.0,1.2,1.8, $ 822.70 
Z,4130,VAM TOP®,Cu Plating,363.7062,45,6,0.6214222859,1.1,1.9,1.2," $ 1,221.70 "
Z,F22,TenarisHydril Blue®,Xylan Coating,66.00594,6,7,0.8300750243,1.0,1.9,2.0, $ 296.16 
Y,4130,JFE Lion,Carbide Coating,2552.22968,58,14,0.6214222859,2.0,1.3,1.2," $ 4,995.94 "
X,4130,VAM TOP®,Ni Plating,1540.1386,35,14,0.6214222859,1.3,1.1,2.0," $ 2,179.26 "
Z,4130,TenarisHydril Blue®,Cu Plating,1260.84816,39,12,0.6214222859,1.9,1.2,1.4," $ 4,235.23 "
Y,4130,JFE Lion,Cu Plating,99.00891,9,7,0.6214222859,1.9,1.3,1.2, $ 193.81 
Z,4130,TenarisHydril Blue®,Carbide Coating,948.33024,66,8,0.6214222859,1.7,1.6,1.6," $ 3,185.48 "
Y,F22,TenarisHydril Blue®,Xylan Coating,3218.57536,56,16,0.8300750243,1.7,1.9,1.1," $ 8,415.73 "
Y,F22,JFE Lion,Cu Plating,94.96773,47,3,0.8300750243,1.6,1.5,1.3, $ 248.32 
X,F22,VAM TOP®,Phosphating,78.5785,14,5,0.8300750243,1.0,1.8,1.8, $ 148.52 
Y,F22,VAM TOP®,Xylan Coating,1214.15008,32,13,0.8300750243,1.2,2.0,1.7," $ 3,174.68 "
X,F22,JFE Lion,Cu Plating,230.12275,41,5,0.8300750243,1.1,1.5,1.7, $ 434.95 
X,F22,VAM TOP®,Cu Plating,977.06752,17,16,0.8300750243,1.3,1.7,1.9," $ 1,846.74 "
Z,F22,VAM TOP®,Cu Plating,890.85568,62,8,0.8300750243,1.4,1.5,1.1," $ 3,997.17 "
Y,F22,VAM TOP®,Phosphating,2121.6195,42,15,0.8300750243,1.8,1.3,1.7," $ 5,547.48 "
Y,F22,JFE Lion,Carbide Coating,202.059,4,15,0.8300750243,1.5,1.2,1.9, $ 528.33 
X,4130,VAM TOP®,Ni Plating,847.74976,59,8,0.6214222859,1.3,1.9,1.0," $ 1,199.55 "
Z,4130,TenarisHydril Blue®,Ni Plating,2263.0608,70,12,0.6214222859,1.1,1.4,1.7," $ 7,601.70 "
Y,F22,JFE Lion,Ni Plating,121.01089,11,7,0.8300750243,1.9,1.5,1.5, $ 316.41 
Z,4130,VAM TOP®,Xylan Coating,70.72065,35,3,0.6214222859,2.0,1.2,1.3, $ 237.55 
X,F22,TenarisHydril Blue®,Xylan Coating,185.89428,23,6,0.8300750243,1.1,1.7,1.6, $ 351.36 
X,F22,VAM TOP®,Xylan Coating,563.74461,31,9,0.8300750243,1.1,1.5,1.2," $ 1,065.52 "
X,4130,TenarisHydril Blue®,Xylan Coating,136.50208,38,4,0.6214222859,1.9,1.0,1.4, $ 193.15 
X,4130,JFE Lion,Xylan Coating,204.75312,57,4,0.6214222859,1.3,1.4,1.3, $ 289.72 
Z,F22,TenarisHydril Blue®,Ni Plating,471.471,21,10,0.8300750243,1.1,1.2,1.8," $ 2,115.44 "
Z,F22,TenarisHydril Blue®,Carbide Coating,1321.91488,23,16,0.8300750243,1.1,1.7,1.4," $ 5,931.28 "
Y,F22,VAM TOP®,Cu Plating,32.32944,4,6,0.8300750243,1.0,1.6,1.9, $ 84.53 
Z,4130,JFE Lion,Ni Plating,1010.295,45,10,0.6214222859,1.4,1.9,1.2," $ 3,393.62 "
Z,F22,TenarisHydril Blue®,Ni Plating,563.74461,31,9,0.8300750243,1.7,1.8,2.0," $ 2,529.46 "
Z,F22,VAM TOP®,Carbide Coating,1928.76541,71,11,0.8300750243,1.8,1.4,1.3," $ 8,654.15 "
Y,4130,TenarisHydril Blue®,Carbide Coating,1018.37736,56,9,0.6214222859,1.4,1.3,1.3," $ 1,993.45 "
X,F22,JFE Lion,Ni Plating,135.37953,67,3,0.8300750243,1.1,1.0,1.5, $ 255.88 
Z,4130,VAM TOP®,Ni Plating,472.81806,26,9,0.6214222859,1.1,1.1,1.4," $ 1,588.21 "
Z,4130,VAM TOP®,Ni Plating,319.92675,57,5,0.6214222859,1.5,2.0,2.0," $ 1,074.65 "
Z,4130,JFE Lion,Xylan Coating,733.47417,27,11,0.6214222859,1.2,1.4,2.0," $ 2,463.77 "
X,F22,TenarisHydril Blue®,Cu Plating,247.85904,69,4,0.8300750243,1.2,1.7,1.7, $ 468.47 
Z,4130,TenarisHydril Blue®,Xylan Coating,1000.19205,55,9,0.6214222859,1.1,1.2,1.6," $ 3,359.68 "
Z,F22,VAM TOP®,Cu Plating,202.059,36,5,0.8300750243,1.9,1.6,1.9, $ 906.62 
Z,4130,JFE Lion,Cu Plating,207.67175,37,5,0.6214222859,1.5,1.4,1.4, $ 697.58 
Z,4130,VAM TOP®,Xylan Coating,920.491,41,10,0.6214222859,2.0,1.1,1.3," $ 3,091.96 "
Z,4130,TenarisHydril Blue®,Carbide Coating,52.08632,58,2,0.6214222859,1.9,1.9,1.2, $ 174.96 
Z,F22,TenarisHydril Blue®,Ni Plating,176.01584,49,4,0.8300750243,1.3,1.7,1.1, $ 789.76 
X,F22,VAM TOP®,Cu Plating,905.22432,28,12,0.8300750243,1.8,1.9,1.7," $ 1,710.95 "
Y,F22,JFE Lion,Xylan Coating,254.59434,14,9,0.8300750243,1.6,1.5,1.3, $ 665.70 
Z,4130,JFE Lion,Phosphating,937.55376,29,12,0.6214222859,1.0,1.2,1.2," $ 3,149.28 "
Z,F22,TenarisHydril Blue®,Xylan Coating,704.06336,64,7,0.8300750243,1.9,1.2,1.4," $ 3,159.05 "
Z,4130,TenarisHydril Blue®,Xylan Coating,44.902,8,5,0.6214222859,1.2,1.1,1.8, $ 150.83 
Y,4130,JFE Lion,Phosphating,33.22748,37,2,0.6214222859,1.3,1.5,1.9, $ 65.04 
Y,4130,JFE Lion,Xylan Coating,75.43536,21,4,0.6214222859,1.9,1.4,1.5, $ 147.66 
X,F22,TenarisHydril Blue®,Xylan Coating,345.52089,19,9,0.8300750243,1.8,1.9,1.4, $ 653.06 
X,4130,JFE Lion,Carbide Coating,589.11424,41,8,0.6214222859,1.1,1.7,1.1, $ 833.58 
Y,F22,VAM TOP®,Carbide Coating,707.2065,14,15,0.8300750243,1.3,1.7,2.0," $ 1,849.16 "
Y,4130,VAM TOP®,Phosphating,396.03564,36,7,0.6214222859,1.2,1.5,1.1, $ 775.23 
Y,F22,JFE Lion,Phosphating,57.47456,64,2,0.8300750243,1.5,1.9,2.0, $ 150.28 
Y,4130,VAM TOP®,Cu Plating,8.9804,10,2,0.6214222859,1.9,1.1,1.8, $ 17.58 
Y,4130,JFE Lion,Cu Plating,59.27064,66,2,0.6214222859,1.0,1.5,1.7, $ 116.02 
Z,F22,VAM TOP®,Ni Plating,468.77688,58,6,0.8300750243,1.3,1.6,1.4," $ 2,103.35 "
Y,F22,TenarisHydril Blue®,Cu Plating,3030.885,60,15,0.8300750243,1.9,1.4,1.6," $ 7,924.97 "
Z,4130,JFE Lion,Cu Plating,202.059,4,15,0.6214222859,1.6,1.7,1.2, $ 678.72 
Y,F22,TenarisHydril Blue®,Cu Plating,380.31994,14,11,0.8300750243,1.9,1.3,1.5, $ 994.44 
Y,4130,JFE Lion,Xylan Coating,2376.21384,54,14,0.6214222859,1.0,1.9,1.1," $ 4,651.39 "
Z,F22,JFE Lion,Xylan Coating,880.0792,20,14,0.8300750243,1.2,1.1,1.7," $ 3,948.82 "
Z,F22,TenarisHydril Blue®,Xylan Coating,127.29717,63,3,0.8300750243,1.5,1.5,1.0, $ 571.17 
Z,F22,VAM TOP®,Carbide Coating,303.0885,6,15,0.8300750243,1.8,1.9,1.3," $ 1,359.92 "
Z,4130,TenarisHydril Blue®,Carbide Coating,158.05504,44,4,0.6214222859,1.8,1.5,1.2, $ 530.91 
Y,4130,VAM TOP®,Carbide Coating,963.82143,53,9,0.6214222859,1.1,1.8,1.4," $ 1,886.66 "
Y,4130,TenarisHydril Blue®,Xylan Coating,101.0295,50,3,0.6214222859,1.3,1.6,1.2, $ 197.76 
Z,4130,VAM TOP®,Cu Plating,763.78302,42,9,0.6214222859,1.5,1.0,1.7," $ 2,565.57 "
X,F22,VAM TOP®,Cu Plating,3448.4736,60,16,0.8300750243,1.1,1.5,1.6," $ 6,517.89 "
Z,4130,TenarisHydril Blue®,Cu Plating,927.45081,51,9,0.6214222859,1.1,1.9,1.7," $ 3,115.34 "
Z,F22,TenarisHydril Blue®,Carbide Coating,371.78856,46,6,0.8300750243,1.5,1.4,1.8," $ 1,668.17 "
Z,F22,JFE Lion,Phosphating,110.0099,10,7,0.8300750243,1.7,1.5,1.7, $ 493.60 
Y,F22,TenarisHydril Blue®,Xylan Coating,187.01683,17,7,0.8300750243,1.6,1.2,1.8, $ 489.00 
X,F22,TenarisHydril Blue®,Ni Plating,1391.962,62,10,0.8300750243,1.4,1.5,1.0," $ 2,630.92 "
Y,4130,TenarisHydril Blue®,Xylan Coating,2162.70483,57,13,0.6214222859,1.3,2.0,1.4," $ 4,233.45 "
Y,F22,JFE Lion,Xylan Coating,1055.197,47,10,0.8300750243,1.2,1.0,1.1," $ 2,759.06 "
Y,F22,TenarisHydril Blue®,Cu Plating,1839.18592,32,16,0.8300750243,1.5,1.7,1.9," $ 4,808.99 "
Z,F22,JFE Lion,Cu Plating,910.61256,24,13,0.8300750243,1.6,1.9,1.9," $ 4,085.82 "
Z,4130,TenarisHydril Blue®,Cu Plating,1479.74541,39,13,0.6214222859,1.2,1.8,1.0," $ 4,970.52 "
Z,F22,VAM TOP®,Xylan Coating,691.04178,38,9,0.8300750243,1.1,1.8,1.2," $ 3,100.63 "
Y,F22,TenarisHydril Blue®,Ni Plating,1711.43973,63,11,0.8300750243,1.7,1.4,1.4," $ 4,474.96 "
Y,4130,VAM TOP®,Carbide Coating,64.65888,32,3,0.6214222859,1.9,1.2,1.5, $ 126.57 
Z,F22,TenarisHydril Blue®,Cu Plating,473.04257,43,7,0.8300750243,1.7,1.2,1.3," $ 2,122.49 "
X,F22,JFE Lion,Cu Plating,1584.14256,36,14,0.8300750243,1.9,1.8,1.1," $ 2,994.16 "
Y,F22,TenarisHydril Blue®,Ni Plating,1842.77808,57,12,0.8300750243,1.8,1.8,1.0," $ 4,818.38 "
Y,4130,VAM TOP®,Xylan Coating,308.02772,28,7,0.6214222859,1.7,1.6,1.6, $ 602.96 
Z,F22,VAM TOP®,Phosphating,236.40903,13,9,0.8300750243,2.0,1.5,1.3," $ 1,060.74 "
Z,F22,VAM TOP®,Xylan Coating,114.94912,8,8,0.8300750243,1.9,1.8,1.2, $ 515.76 
Z,4130,JFE Lion,Phosphating,452.61216,56,6,0.6214222859,1.7,1.9,1.9," $ 1,520.34 "
Z,F22,JFE Lion,Phosphating,1369.511,61,10,0.8300750243,1.9,1.2,1.7," $ 6,144.84 "
Z,F22,JFE Lion,Carbide Coating,129.31776,36,4,0.8300750243,1.7,1.0,1.6, $ 580.23 
Z,4130,JFE Lion,Carbide Coating,2542.12673,67,13,0.6214222859,1.6,1.5,1.9," $ 8,539.10 "
Y,F22,VAM TOP®,Ni Plating,600.11523,33,9,0.8300750243,1.4,1.8,1.7," $ 1,569.14 "
Z,4130,VAM TOP®,Xylan Coating,1414.413,63,10,0.6214222859,1.2,1.1,1.8," $ 4,751.06 "
Z,4130,VAM TOP®,Cu Plating,43.10592,12,4,0.6214222859,1.1,1.8,1.6, $ 144.79 
Z,4130,TenarisHydril Blue®,Ni Plating,517.27104,9,16,0.6214222859,1.7,1.4,1.4," $ 1,737.53 "
X,F22,JFE Lion,Phosphating,517.27104,16,12,0.8300750243,1.4,1.9,2.0, $ 977.68 
Y,F22,VAM TOP®,Cu Plating,1551.81312,48,12,0.8300750243,1.6,1.8,1.7," $ 4,057.58 "
Z,F22,VAM TOP®,Phosphating,59.27064,66,2,0.8300750243,1.0,1.7,1.4, $ 265.94 
X,F22,VAM TOP®,Phosphating,70.72065,35,3,0.8300750243,1.4,1.4,1.5, $ 133.67 
Z,4130,TenarisHydril Blue®,Phosphating,140.09424,39,4,0.6214222859,1.7,1.7,1.6, $ 470.58 
Y,4130,JFE Lion,Cu Plating,72.74124,36,3,0.6214222859,1.7,1.4,1.4, $ 142.39 
Z,4130,TenarisHydril Blue®,Xylan Coating,2504.18454,66,13,0.6214222859,1.7,1.3,1.9," $ 8,411.65 "
Y,4130,JFE Lion,Phosphating,2731.83768,72,13,0.6214222859,1.5,1.9,1.8," $ 5,347.52 "
Z,F22,VAM TOP®,Cu Plating,352.03168,8,14,0.8300750243,1.1,1.3,1.0," $ 1,579.53 "
Y,F22,JFE Lion,Ni Plating,12.12354,6,3,0.8300750243,1.7,1.6,2.0, $ 31.70 
Z,F22,JFE Lion,Cu Plating,45.80004,51,2,0.8300750243,1.3,1.0,1.5, $ 205.50 
Z,4130,JFE Lion,Xylan Coating,2133.74304,66,12,0.6214222859,1.5,1.1,1.5," $ 7,167.32 "
Y,F22,VAM TOP®,Ni Plating,1765.77115,65,11,0.8300750243,1.5,1.5,1.6," $ 4,617.03 "
Y,F22,VAM TOP®,Cu Plating,111.13245,55,3,0.8300750243,1.8,1.9,1.1, $ 290.58 
Z,F22,VAM TOP®,Ni Plating,417.36409,11,13,0.8300750243,1.8,1.8,1.2," $ 1,872.67 "
Z,4130,JFE Lion,Cu Plating,125.7256,35,4,0.6214222859,1.3,1.8,1.0, $ 422.32 
Z,F22,JFE Lion,Carbide Coating,363.7062,45,6,0.8300750243,1.1,1.3,1.3," $ 1,631.91 "
Z,F22,TenarisHydril Blue®,Carbide Coating,1896.66048,33,16,0.8300750243,1.0,1.7,1.7," $ 8,510.10 "
Z,F22,TenarisHydril Blue®,Xylan Coating,1669.45636,44,13,0.8300750243,1.7,1.3,1.9," $ 7,490.66 "
Z,4130,TenarisHydril Blue®,Phosphating,1020.17344,71,8,0.6214222859,1.3,1.1,1.0," $ 3,426.80 "
Y,F22,TenarisHydril Blue®,Phosphating,792.07128,18,14,0.8300750243,1.5,1.6,1.3," $ 2,071.06 "
Z,4130,VAM TOP®,Ni Plating,50.51475,25,3,0.6214222859,1.7,1.8,1.4, $ 169.68 
Z,4130,TenarisHydril Blue®,Phosphating,3103.62624,54,16,0.6214222859,1.4,1.2,1.9," $ 10,425.19 "
Z,F22,TenarisHydril Blue®,Phosphating,52.98436,59,2,0.8300750243,2.0,1.9,1.3, $ 237.73 
Z,F22,VAM TOP®,Phosphating,834.72818,22,13,0.8300750243,1.2,1.5,1.9," $ 3,745.33 "
Z,4130,TenarisHydril Blue®,Phosphating,36.37062,18,3,0.6214222859,1.3,1.8,1.8, $ 122.17 
Z,F22,TenarisHydril Blue®,Phosphating,672.85647,37,9,0.8300750243,1.4,1.8,1.9," $ 3,019.03 "
Z,F22,JFE Lion,Carbide Coating,1055.197,47,10,0.8300750243,1.7,1.4,1.3," $ 4,734.55 "
Z,F22,VAM TOP®,Xylan Coating,56.57652,28,3,0.8300750243,1.8,1.7,1.2, $ 253.85 
Z,F22,TenarisHydril Blue®,Ni Plating,1414.413,63,10,0.8300750243,1.3,1.6,1.4," $ 6,346.31 "
Z,4130,VAM TOP®,Xylan Coating,34.35003,17,3,0.6214222859,1.5,1.4,1.9, $ 115.38 
Z,4130,JFE Lion,Phosphating,290.96496,16,9,0.6214222859,1.7,1.5,1.4, $ 977.36 
Z,F22,TenarisHydril Blue®,Phosphating,404.118,72,5,0.8300750243,1.2,1.8,1.8," $ 1,813.23 "
Z,F22,JFE Lion,Carbide Coating,56.57652,28,3,0.8300750243,1.7,1.8,2.0, $ 253.85 
Z,F22,JFE Lion,Cu Plating,570.47991,21,11,0.8300750243,1.6,1.2,1.0," $ 2,559.68 "
Z,4130,JFE Lion,Ni Plating,3030.885,60,15,0.6214222859,1.2,1.4,1.4," $ 10,180.85 "
Z,4130,VAM TOP®,Cu Plating,2640.2376,60,14,0.6214222859,1.3,1.1,1.2," $ 8,868.65 "
Z,F22,VAM TOP®,Cu Plating,58.59711,29,3,0.8300750243,1.3,1.8,1.0, $ 262.92 
Z,F22,JFE Lion,Ni Plating,484.04356,11,14,0.8300750243,1.2,1.3,1.7," $ 2,171.85 "
Z,4130,VAM TOP®,Carbide Coating,44.902,8,5,0.6214222859,1.9,2.0,1.7, $ 150.83 
Z,4130,VAM TOP®,Carbide Coating,297.02673,27,7,0.6214222859,1.4,2.0,1.4, $ 997.72 
Z,F22,TenarisHydril Blue®,Ni Plating,616.05544,56,7,0.8300750243,1.9,2.0,1.1," $ 2,764.17 "
Z,F22,JFE Lion,Carbide Coating,42.43239,21,3,0.8300750243,1.6,1.3,1.9, $ 190.39 
Z,F22,VAM TOP®,Carbide Coating,34.35003,17,3,0.8300750243,1.1,1.9,1.7, $ 154.12 
Z,F22,VAM TOP®,Ni Plating,62.63829,31,3,0.8300750243,1.0,1.7,2.0, $ 281.05 
Z,F22,TenarisHydril Blue®,Ni Plating,1907.43696,59,12,0.8300750243,1.3,1.0,1.2," $ 8,558.46 "
Z,F22,VAM TOP®,Phosphating,96.98832,12,6,0.8300750243,1.6,1.7,1.9, $ 435.18 
Z,F22,TenarisHydril Blue®,Ni Plating,1358.2855,50,11,0.8300750243,1.2,1.3,1.7," $ 6,094.47 "
Z,F22,VAM TOP®,Ni Plating,869.30272,32,11,0.8300750243,1.3,1.7,1.6," $ 3,900.46 "
